Timestamp,RR_HR,BCG_HR
2023-11-04 19:50:55,83.0,85.71
2023-11-04 19:51:05,79.0,86.09
2023-11-04 19:51:15,78.0,86.28
2023-11-04 19:51:25,78.0,80.58
2023-11-04 19:51:35,78.0,84.97
2023-11-04 19:51:45,80.0,93.75
2023-11-04 19:51:55,81.0,84.42
2023-11-04 19:52:05,82.0,75.95
2023-11-04 19:52:15,82.0,74.84
2023-11-04 19:52:25,79.0,86.86
2023-11-04 19:52:35,83.0,82.98
2023-11-04 19:52:55,82.0,77.09
2023-11-04 19:53:05,81.0,86.6
2023-11-04 19:53:15,84.0,77.25
2023-11-04 19:53:25,80.0,73.01
2023-11-04 19:53:35,81.0,89.94
2023-11-04 19:53:45,91.0,82.45
2023-11-04 19:53:55,88.0,89.55
2023-11-04 19:54:05,86.0,82.38
2023-11-04 19:54:15,82.0,78.95
2023-11-04 19:54:25,79.0,79.92
2023-11-04 19:54:35,79.0,73.17
2023-11-04 19:54:45,79.0,76.43
2023-11-04 19:54:55,81.0,81.08
2023-11-04 19:55:05,83.0,75.47
2023-11-04 19:55:25,85.0,76.43
2023-11-04 19:55:35,81.0,82.8
2023-11-04 19:55:45,81.0,82.28
2023-11-04 19:55:55,79.0,85.89
2023-11-04 19:56:05,79.0,78.6
2023-11-04 19:56:15,82.0,83.87
2023-11-04 19:56:25,85.0,87.87
2023-11-04 19:56:35,87.0,90.71
2023-11-04 19:56:45,89.0,79.47
2023-11-04 19:56:55,86.0,69.04
2023-11-04 19:57:05,87.0,87.87
2023-11-04 19:57:15,81.0,83.16
2023-11-04 19:57:25,80.0,76.43
2023-11-04 19:57:35,81.0,80.58
2023-11-04 19:57:55,87.0,94.14
2023-11-04 19:58:05,88.0,84.51
2023-11-04 19:58:15,84.0,72.53
2023-11-04 19:58:25,80.0,79.43
2023-11-04 19:58:35,80.0,82.63
2023-11-04 19:58:45,86.0,73.5
2023-11-04 19:58:55,84.0,91.46
2023-11-04 19:59:05,88.0,74.84
2023-11-04 19:59:15,88.0,81.93
2023-11-04 19:59:25,87.0,77.09
2023-11-04 19:59:35,86.0,75.79
2023-11-04 19:59:45,86.0,66.52
2023-11-04 19:59:55,85.0,79.59
2023-11-04 20:00:05,84.0,73.77
2023-11-04 20:00:25,85.0,73.77
2023-11-04 20:00:35,83.0,92.98
2023-11-04 20:00:45,85.0,80.08
2023-11-04 20:00:55,87.0,83.16
2023-11-04 20:01:05,87.0,81.93
2023-11-04 20:01:15,86.0,80.72
2023-11-04 20:01:25,85.0,78.43
2023-11-04 20:01:35,87.0,87.68
2023-11-04 20:01:45,86.0,81.76
2023-11-04 20:01:55,85.0,80.08
2023-11-04 20:02:05,91.0,83.69
2023-11-04 20:02:15,89.0,82.28
2023-11-04 20:02:25,81.0,81.76
2023-11-04 20:02:35,81.0,83.51
2023-11-04 20:02:55,81.0,76.6
2023-11-04 20:03:05,80.0,73.5
2023-11-04 20:03:15,80.0,74.69
2023-11-04 20:03:25,83.0,74.84
2023-11-04 20:03:35,85.0,82.11
2023-11-04 20:03:45,83.0,79.92
2023-11-04 20:03:55,82.0,87.68
2023-11-04 20:04:05,82.0,75.63
2023-11-04 20:04:15,83.0,73.62
2023-11-04 20:04:25,83.0,73.17
2023-11-04 20:04:35,82.0,82.8
2023-11-04 20:04:45,83.0,74.07
2023-11-04 20:04:55,82.0,75.47
2023-11-04 20:05:05,82.0,79.92
2023-11-04 20:05:25,83.0,79.75
2023-11-04 20:05:35,83.0,75.95
2023-11-04 20:05:45,81.0,75.47
2023-11-04 20:05:55,80.0,83.16
2023-11-04 20:06:05,79.0,65.79
2023-11-04 20:06:15,84.0,82.28
2023-11-04 20:06:25,83.0,89.74
2023-11-04 20:06:35,81.0,82.45
2023-11-04 20:06:45,80.0,77.09
2023-11-04 20:06:55,80.0,86.47
2023-11-04 20:07:05,78.0,80.25
2023-11-04 20:07:15,79.0,92.21
2023-11-04 20:07:25,78.0,83.69
2023-11-04 20:07:35,79.0,82.28
2023-11-04 20:07:55,82.0,78.95
2023-11-04 20:08:05,83.0,73.92
2023-11-04 20:08:15,97.0,67.9
2023-11-04 20:08:25,100.0,72.87
2023-11-04 20:08:35,97.0,74.38
2023-11-04 20:08:45,96.0,76.27
2023-11-04 20:08:55,94.0,69.04
2023-11-04 20:09:05,97.0,72.69
2023-11-04 20:09:15,99.0,68.46
2023-11-04 20:09:25,91.0,82.98
2023-11-04 20:09:35,89.0,82.11
2023-11-04 20:09:45,97.0,80.9
2023-11-04 20:09:55,94.0,85.15
2023-11-04 20:10:05,96.0,82.8
2023-11-04 20:10:25,84.0,86.42
2023-11-04 20:10:35,82.0,79.65
2023-11-04 20:10:45,81.0,73.02
2023-11-04 20:10:55,86.0,87.25
2023-11-04 20:11:05,85.0,73.17
2023-11-04 20:11:15,78.0,81.08
2023-11-04 20:11:25,75.0,75.51
2023-11-04 20:11:35,78.0,76.76
2023-11-04 20:11:45,90.0,74.84
2023-11-04 20:11:55,89.0,88.04
2023-11-04 20:12:05,82.0,76.27
2023-11-04 20:12:15,84.0,75.79
2023-11-04 20:12:25,81.0,75.31
2023-11-04 20:12:35,80.0,77.09
2023-11-04 20:12:55,80.0,76.92
2023-11-04 20:13:05,80.0,71.43
2023-11-04 20:13:15,77.0,83.51
2023-11-04 20:13:25,75.0,88.24
2023-11-04 20:13:35,78.0,78.95
2023-11-04 20:13:45,83.0,77.92
2023-11-04 20:13:55,77.0,77.25
2023-11-04 20:14:05,76.0,79.43
2023-11-04 20:14:15,78.0,94.14
2023-11-04 20:14:25,80.0,77.59
2023-11-04 20:14:35,77.0,76.27
2023-11-04 20:14:45,76.0,84.05
2023-11-04 20:14:55,75.0,88.05
2023-11-04 20:15:05,77.0,74.53
2023-11-04 20:15:15,75.0,81.76
2023-11-04 20:15:25,77.0,83.87
2023-11-04 20:15:35,75.0,77.42
2023-11-04 20:15:45,79.0,79.65
2023-11-04 20:15:55,79.0,77.75
2023-11-04 20:16:05,80.0,76.43
2023-11-04 20:16:15,77.0,84.97
2023-11-04 20:16:25,80.0,76.27
2023-11-04 20:16:35,78.0,84.23
2023-11-04 20:16:45,77.0,79.43
2023-11-04 20:16:55,75.0,86.6
2023-11-04 20:17:05,77.0,85.34
2023-11-04 20:17:15,77.0,74.84
2023-11-04 20:17:25,74.0,69.77
2023-11-04 20:17:35,74.0,88.05
2023-11-04 20:17:45,74.0,84.6
2023-11-04 20:18:05,76.0,82.63
2023-11-04 20:18:15,74.0,87.14
2023-11-04 20:18:25,74.0,83.51
2023-11-04 20:18:35,74.0,70.36
2023-11-04 20:18:45,77.0,78.26
2023-11-04 20:18:55,75.0,71.58
2023-11-04 20:19:05,74.0,80.0
2023-11-04 20:19:15,75.0,83.51
2023-11-04 20:19:25,74.0,82.8
2023-11-04 20:19:35,73.0,79.92
2023-11-04 20:19:45,76.0,86.6
2023-11-04 20:19:55,75.0,82.45
2023-11-04 20:20:05,76.0,75.16
2023-11-04 20:20:15,85.0,80.91
2023-11-04 20:20:35,81.0,88.61
2023-11-04 20:20:45,78.0,81.76
2023-11-04 20:20:55,78.0,80.36
2023-11-04 20:21:05,76.0,79.43
2023-11-04 20:21:15,74.0,72.69
2023-11-04 20:21:25,73.0,79.75
2023-11-04 20:21:35,74.0,91.7
2023-11-04 20:21:45,82.0,85.19
2023-11-04 20:21:55,88.0,81.25
2023-11-04 20:22:05,82.0,69.04
2023-11-04 20:22:15,75.0,87.87
2023-11-04 20:22:25,77.0,79.27
2023-11-04 20:22:35,80.0,82.28
2023-11-04 20:22:45,80.0,92.4
2023-11-04 20:23:05,77.0,75.16
2023-11-04 20:23:15,74.0,81.42
2023-11-04 20:23:25,76.0,67.62
2023-11-04 20:23:35,73.0,74.69
2023-11-04 20:23:45,76.0,86.96
2023-11-04 20:23:55,71.0,89.55
2023-11-04 20:24:05,71.0,71.43
2023-11-04 20:24:15,72.0,91.9
2023-11-04 20:24:25,74.0,71.27
2023-11-04 20:24:35,76.0,73.92
2023-11-04 20:24:45,80.0,82.11
2023-11-04 20:24:55,81.0,85.71
2023-11-04 20:25:05,78.0,75.16
2023-11-04 20:25:15,73.0,83.51
2023-11-04 20:25:35,73.0,75.16
2023-11-04 20:25:45,77.0,79.11
2023-11-04 20:25:55,76.0,74.53
2023-11-04 20:26:05,78.0,80.41
2023-11-04 20:26:15,74.0,78.95
2023-11-04 20:26:25,72.0,68.75
2023-11-04 20:26:35,76.0,76.43
2023-11-04 20:26:45,75.0,76.43
2023-11-04 20:26:55,79.0,77.25
2023-11-04 20:27:05,75.0,84.6
2023-11-04 20:27:15,73.0,77.42
2023-11-04 20:27:25,78.0,74.83
2023-11-04 20:27:35,75.0,82.63
2023-11-04 20:27:45,74.0,75.63
2023-11-04 20:28:05,77.0,73.02
2023-11-04 20:28:15,78.0,81.59
2023-11-04 20:28:25,78.0,76.11
2023-11-04 20:28:35,79.0,82.28
2023-11-04 20:28:45,79.0,77.09
2023-11-04 20:28:55,78.0,77.92
2023-11-04 20:29:05,74.0,92.51
2023-11-04 20:29:15,73.0,75.0
2023-11-04 20:29:25,74.0,68.04
2023-11-04 20:29:35,74.0,83.16
2023-11-04 20:29:45,74.0,84.78
2023-11-04 20:29:55,74.0,81.08
2023-11-04 20:30:05,79.0,81.42
2023-11-04 20:30:15,75.0,86.6
2023-11-04 20:30:35,75.0,69.47
2023-11-04 20:30:45,72.0,74.23
2023-11-04 20:30:55,71.0,76.11
2023-11-04 20:31:05,75.0,81.59
2023-11-04 20:31:15,77.0,83.16
2023-11-04 20:31:25,81.0,80.41
2023-11-04 20:31:35,100.0,89.94
2023-11-04 20:31:45,94.0,82.38
2023-11-04 20:31:55,92.0,82.45
2023-11-04 20:32:05,90.0,83.33
2023-11-04 20:32:15,95.0,79.27
2023-11-04 20:32:25,96.0,82.98
2023-11-04 20:32:35,103.0,80.9
2023-11-04 20:32:45,93.0,73.77
2023-11-04 20:32:55,93.0,82.98
2023-11-04 20:33:05,96.0,89.36
2023-11-04 20:33:15,89.0,76.92
2023-11-04 20:33:25,87.0,86.07
2023-11-04 20:33:35,86.0,90.52
2023-11-04 20:33:45,86.0,77.59
2023-11-04 20:33:55,89.0,86.96
2023-11-04 20:34:05,91.0,87.25
2023-11-04 20:34:15,87.0,80.08
2023-11-04 20:34:25,78.0,74.38
2023-11-04 20:34:35,77.0,80.41
2023-11-04 20:34:45,77.0,81.76
2023-11-04 20:34:55,84.0,83.51
2023-11-04 20:35:05,78.0,82.63
2023-11-04 20:35:15,70.0,75.34
2023-11-04 20:35:25,78.0,84.23
2023-11-04 20:35:45,82.0,89.55
2023-11-04 20:35:55,86.0,81.93
2023-11-04 20:36:05,83.0,85.9
2023-11-04 20:36:15,80.0,85.34
2023-11-04 20:36:25,80.0,78.77
2023-11-04 20:36:35,74.0,81.76
2023-11-04 20:36:45,75.0,82.8
2023-11-04 20:36:55,79.0,89.74
2023-11-04 20:37:05,79.0,84.6
2023-11-04 20:37:15,79.0,77.92
2023-11-04 20:37:25,80.0,78.77
2023-11-04 20:37:35,75.0,74.38
2023-11-04 20:37:45,77.0,86.6
2023-11-04 20:37:55,78.0,83.69
2023-11-04 20:38:15,74.0,88.05
2023-11-04 20:38:25,72.0,81.82
2023-11-04 20:38:35,73.0,70.51
2023-11-04 20:38:45,77.0,71.58
2023-11-04 20:38:55,76.0,86.96
2023-11-04 20:39:05,77.0,77.59
2023-11-04 20:39:15,71.0,80.41
2023-11-04 20:39:25,74.0,77.09
2023-11-04 20:39:35,73.0,92.59
2023-11-04 20:39:45,72.0,79.59
2023-11-04 20:39:55,71.0,94.17
2023-11-04 20:40:05,73.0,78.95
2023-11-04 20:40:15,74.0,86.07
2023-11-04 20:40:25,75.0,88.05
2023-11-04 20:40:45,74.0,76.27
2023-11-04 20:40:55,68.0,86.09
2023-11-04 20:41:05,72.0,70.66
2023-11-04 20:41:15,75.0,80.08
2023-11-04 20:41:25,79.0,91.3
2023-11-04 20:41:35,77.0,90.91
2023-11-04 20:41:45,78.0,79.65
2023-11-04 20:41:55,74.0,80.25
2023-11-04 20:42:05,65.0,90.91
2023-11-04 20:42:15,67.0,82.28
2023-11-04 20:42:25,67.0,86.07
2023-11-04 20:42:35,70.0,80.41
2023-11-04 20:42:45,70.0,83.16
2023-11-04 20:42:55,72.0,76.43
2023-11-04 20:43:15,75.0,81.76
2023-11-04 20:43:25,73.0,76.76
2023-11-04 20:43:35,75.0,82.98
2023-11-04 20:43:45,81.0,84.6
2023-11-04 20:43:55,81.0,71.58
2023-11-04 20:44:05,78.0,74.49
2023-11-04 20:44:15,75.0,91.84
2023-11-04 20:44:25,72.0,82.98
2023-11-04 20:44:35,73.0,90.32
2023-11-04 20:44:45,81.0,69.04
2023-11-04 20:44:55,78.0,82.8
2023-11-04 20:45:05,76.0,75.95
2023-11-04 20:45:15,75.0,80.18
2023-11-04 20:45:25,70.0,79.75
2023-11-04 20:45:45,83.0,90.54
2023-11-04 20:45:55,86.0,77.59
2023-11-04 20:46:05,77.0,79.12
2023-11-04 20:46:15,76.0,80.0
2023-11-04 20:46:25,75.0,81.42
2023-11-04 20:46:35,74.0,83.51
2023-11-04 20:46:45,70.0,76.27
2023-11-04 20:46:55,70.0,71.74
2023-11-04 20:47:05,71.0,85.9
2023-11-04 20:47:15,70.0,73.92
2023-11-04 20:47:25,75.0,82.8
2023-11-04 20:47:35,75.0,80.25
2023-11-04 20:47:45,84.0,78.09
2023-11-04 20:47:55,78.0,83.69
2023-11-04 20:48:15,72.0,81.25
2023-11-04 20:48:25,77.0,87.32
2023-11-04 20:48:35,78.0,82.45
2023-11-04 20:48:45,73.0,87.14
2023-11-04 20:48:55,72.0,77.09
2023-11-04 20:49:05,71.0,80.58
2023-11-04 20:49:15,78.0,80.58
2023-11-04 20:49:25,71.0,78.43
2023-11-04 20:49:35,71.0,84.68
2023-11-04 20:49:45,70.0,78.09
2023-11-04 20:49:55,74.0,70.97
2023-11-04 20:50:05,86.0,85.9
2023-11-04 20:50:15,74.0,74.38
2023-11-04 20:50:25,70.0,79.65
2023-11-04 20:50:35,69.0,81.93
2023-11-04 20:50:45,70.0,83.16
2023-11-04 20:50:55,73.0,82.63
2023-11-04 20:51:05,74.0,80.58
2023-11-04 20:51:15,72.0,72.21
2023-11-04 20:51:25,77.0,79.65
2023-11-04 20:51:35,74.0,92.21
2023-11-04 20:51:45,73.0,78.43
2023-11-04 20:51:55,75.0,80.41
2023-11-04 20:52:05,73.0,96.77
2023-11-04 20:52:15,82.0,75.63
2023-11-04 20:52:25,86.0,81.08
2023-11-04 20:52:35,93.0,88.64
2023-11-04 20:52:45,79.0,82.45
2023-11-04 20:52:55,78.0,85.54
2023-11-04 20:53:05,76.0,80.91
2023-11-04 20:53:25,76.0,84.78
2023-11-04 20:53:35,75.0,94.54
2023-11-04 20:53:45,75.0,75.47
2023-11-04 20:53:55,83.0,85.37
2023-11-04 20:54:05,89.0,84.23
2023-11-04 20:54:15,86.0,82.98
2023-11-04 20:54:25,78.0,81.08
2023-11-04 20:54:35,75.0,80.0
2023-11-04 20:54:45,74.0,81.93
2023-11-04 20:54:55,71.0,86.78
2023-11-04 20:55:05,73.0,95.34
2023-11-04 20:55:15,76.0,82.28
2023-11-04 20:55:25,75.0,76.6
2023-11-04 20:55:35,72.0,75.16
2023-11-04 20:55:55,69.0,80.41
2023-11-04 20:56:05,68.0,89.55
2023-11-04 20:56:15,68.0,84.05
2023-11-04 20:56:25,69.0,81.93
2023-11-04 20:56:35,69.0,81.42
2023-11-04 20:56:45,70.0,73.5
2023-11-04 20:56:55,71.0,80.91
2023-11-04 20:57:05,69.0,78.26
2023-11-04 20:57:15,69.0,88.05
2023-11-04 20:57:25,70.0,80.0
2023-11-04 20:57:35,76.0,89.17
2023-11-04 20:57:45,84.0,83.33
2023-11-04 20:57:55,87.0,63.29
2023-11-04 20:58:05,84.0,89.17
2023-11-04 20:58:25,95.0,80.75
2023-11-04 20:58:35,96.0,87.32
2023-11-04 20:58:45,94.0,90.13
2023-11-04 20:58:55,93.0,89.36
2023-11-04 20:59:05,95.0,74.49
2023-11-04 20:59:15,97.0,80.08
2023-11-04 20:59:25,96.0,79.47
2023-11-04 20:59:35,95.0,80.54
2023-11-04 20:59:45,90.0,83.33
2023-11-04 20:59:55,87.0,81.08
2023-11-04 21:00:05,95.0,82.11
2023-11-04 21:00:15,93.0,74.16
2023-11-04 21:00:25,99.0,75.31
2023-11-04 21:00:35,100.0,91.9
2023-11-04 21:00:55,91.0,74.69
2023-11-04 21:01:05,94.0,85.89
2023-11-04 21:01:15,91.0,81.42
2023-11-04 21:01:25,92.0,79.3
2023-11-04 21:01:35,80.0,75.16
2023-11-04 21:01:45,79.0,72.73
2023-11-04 21:01:55,82.0,76.27
2023-11-04 21:02:05,80.0,70.51
2023-11-04 21:02:15,84.0,71.74
2023-11-04 21:02:25,80.0,80.58
2023-11-04 21:02:35,73.0,75.95
2023-11-04 21:02:45,74.0,80.25
2023-11-04 21:02:55,74.0,75.16
2023-11-04 21:03:05,73.0,75.31
2023-11-04 21:03:25,75.0,83.51
2023-11-04 21:03:35,76.0,88.42
2023-11-04 21:03:45,83.0,76.27
2023-11-04 21:03:55,84.0,68.61
2023-11-04 21:04:05,78.0,84.23
2023-11-04 21:04:15,76.0,81.59
2023-11-04 21:04:25,78.0,80.25
2023-11-04 21:04:35,75.0,82.45
2023-11-04 21:04:45,71.0,78.77
2023-11-04 21:04:55,72.0,78.26
2023-11-04 21:05:05,70.0,82.8
2023-11-04 21:05:15,70.0,73.92
2023-11-04 21:05:25,76.0,84.42
2023-11-04 21:05:35,80.0,69.04
2023-11-04 21:05:55,78.0,78.6
2023-11-04 21:06:05,76.0,72.05
2023-11-04 21:06:15,69.0,76.6
2023-11-04 21:06:25,68.0,67.07
2023-11-04 21:06:35,66.0,65.93
2023-11-04 21:06:45,69.0,81.42
2023-11-04 21:06:55,73.0,76.76
2023-11-04 21:07:05,74.0,76.6
2023-11-04 21:07:15,80.0,80.36
2023-11-04 21:07:25,73.0,77.92
2023-11-04 21:07:35,72.0,63.97
2023-11-04 21:07:45,67.0,71.27
2023-11-04 21:07:55,67.0,73.62
2023-11-04 21:08:05,69.0,78.26
2023-11-04 21:08:25,73.0,63.97
2023-11-04 21:08:35,73.0,78.43
2023-11-04 21:08:45,69.0,85.37
2023-11-04 21:08:55,69.0,65.08
2023-11-04 21:09:05,69.0,79.75
2023-11-04 21:09:15,71.0,83.87
2023-11-04 21:09:25,85.0,80.91
2023-11-04 21:09:35,82.0,70.36
2023-11-04 21:09:55,82.0,75.95
2023-11-04 21:10:05,79.0,71.27
2023-11-04 21:10:15,74.0,69.33
2023-11-04 21:10:25,71.0,73.17
2023-11-04 21:10:35,76.0,81.42
